Артикул	Наименование товара	Розничные	Оптовые	Дилерские	Спец.	Ед.изм.	
"01 Панели пластиковые. 01 Панели пластик ""Люкс"" 0,167 х 2,7 м,  цены в EUR"							
							
16483	"Угол нар. ""Дуб розовый"""	2,45	2,15	1,85	1,66	шт
16385	"Угол нар. ""Дуб Светлый"""	2,45	2,15	1,85	1,66	шт
16390	"Угол нар. ""Дуб Сучковатый светлый"""	2,45	2,15	1,85	1,66	шт
16435	"Угол нар. ""Дуб сучковатый"""	2,45	2,15	1,85	1,66	шт
16426	"Угол нар. ""Дуб"""	2,45	2,15	1,85	1,66	шт
16388	"Угол нар. ""Ель"""	2,45	2,15	1,85	1,66	шт
16427	"Угол нар. ""Классика белая"""	2,45	2,15	1,85	1,66	шт
16382	"Угол нар. ""Клен абрикосовый"""	2,45	2,15	1,85	1,66	шт
16487	"Угол нар. ""Клен голубой"""	2,45	2,15	1,85	1,66	шт
16486	"Угол нар. ""Клен зеленый"""	2,45	2,15	1,85	1,66	шт
16265	"Угол нар. ""Клен"""	2,45	2,15	1,85	1,66	шт
16428	"Угол нар. ""Махонь"""	2,45	2,15	1,85	1,66	шт
16496	"Угол нар. ""Мрамор Голубой"""	2,45	2,15	1,85	1,66	шт
16458	"Угол нар. ""Мрамор розовый"""	2,45	2,15	1,85	1,66	шт
16429	"Угол нар. ""Мрамор"""	2,45	2,15	1,85	1,66	шт
16472	"Угол нар. ""Ольха Таурская"""	2,45	2,15	1,85	1,66	шт
16869	"Угол нар. ""Рубин"""	2,45	2,15	1,85	1,66	шт
16392	"Угол нар. ""Сосна Голубая"""	2,45	2,15	1,85	1,66	шт
16391	"Угол нар. ""Сосна Сучковатая"""	2,45	2,15	1,85	1,66	шт
16485	"Угол нар. ""Сосна"""	2,45	2,15	1,85	1,66	шт
16467	"Угол нар. ""Чечет Перламутр"""	2,45	2,15	1,85	1,66	шт
16868	"Угол нар. ""Янтарь"""	2,45	2,15	1,85	1,66	шт
16437	"Угол нар. ""Ясень Белый"""	2,45	2,15	1,85	1,66	шт
16389	"Угол нар. ""Ясень Лосось"""	2,45	2,15	1,85	1,66	шт
16431	"Угол нар. ""Ясень Серый"""	2,45	2,15	1,85	1,66	шт
16433	"Угол нар. ""Ясень"""	2,45	2,15	1,85	1,66	шт
						
"03 Панели MDF ""Кроноспан"". 031 MDF ""KronoExclusive"" 0,325 х 2,6 м (9мм),  цены в $"						
						
16367	"Панели MDF ""Береза"" KronoExclusive 0,325 х 2,6 м"	8,92	8,38	7,84	7,30	м2
16342	"Панели MDF ""Вишня"" KronoExclusive 0,325 х 2,6 м"	8,92	8,38	7,84	7,30	м2
16356	"Панели MDF ""Клен"" KronoExclusive 0,325 х 2,6 м"	8,92	8,38	7,84	7,30	м2
16343	"Панели MDF ""Орех"" KronoExclusive 0,325 х 2,6 м"	8,92	8,38	7,84	7,30	м2
16372	"Панели MDF ""Сосна Лимба"" KronoExclusive 0,325 х 2,6 м"	8,92	8,38	7,84	7,30	м2
16341	"Панели MDF ""Сосна черная"" KronoExclusive 0,325 х 2,6 м"	8,92	8,38	7,84	7,30	м2
16368	"Планка заверш.  MDF ""Береза"" KronoExclusive 2,75 м"	8,92	8,38	7,84	7,30	шт
16348	"Планка заверш.  MDF ""Вишня"" KronoExclusive 2,75 м"	8,92	8,38	7,84	7,30	шт
16357	"Планка заверш.  MDF ""Клен"" KronoExclusive 2,75 м"	8,92	8,38	7,84	7,30	шт
16349	"Планка заверш.  MDF ""Орех"" KronoExclusive 2,75 м"	8,92	8,38	7,84	7,30	шт
16374	"Планка заверш.  MDF ""Сосна Лимба"" KronoExclusive 2,75 м"	8,92	8,38	7,84	7,30	шт
16347	"Планка заверш.  MDF ""Сосна черная"" KronoExclusive 2,75 м"	8,92	8,38	7,84	7,30	шт
16369	"Плинтус MDF ""Береза"" KronoExclusive 2,75 м"	6,60	6,19	5,80	5,40	шт
16345	"Плинтус MDF ""Вишня"" KronoExclusive 2,75 м"	6,60	6,19	5,80	5,40	шт
16358	"Плинтус MDF ""Клен"" KronoExclusive 2,75 м"	6,60	6,19	5,80	5,40	шт
16346	"Плинтус MDF ""Орех"" KronoExclusive 2,75 м"	6,60	6,19	5,80	5,40	шт
16373	"Плинтус MDF ""Сосна Лимба"" KronoExclusive 2,75 м"	6,60	6,19	5,80	5,40	шт
16344	"Плинтус MDF ""Сосна черная"" KronoExclusive 2,75 м"	6,60	6,19	5,80	5,40	шт
16370	"Угол внутр. MDF ""Береза"" KronoExclusive 2,75 м"	3,60	3,40	3,16	2,95	шт
16354	"Угол внутр. MDF ""Вишня"" KronoExclusive 2,75 м"	3,60	3,40	3,16	2,95	шт
16359	"Угол внутр. MDF ""Клен"" KronoExclusive 2,75 м"	3,60	3,40	3,16	2,95	шт
16355	"Угол внутр. MDF ""Орех"" KronoExclusive 2,75 м"	3,60	3,40	3,16	2,95	шт
16376	"Угол внутр. MDF ""Сосна Лимба"" KronoExclusive 2,75 м"	3,60	3,40	3,16	2,95	шт
16353	"Угол внутр. MDF ""Сосна черная"" KronoExclusive 2,75 м"	3,60	3,40	3,16	2,95	шт
16371	"Угол нар. большой MDF ""Береза"" KronoExclusive 2,75 м"	4,46	4,20	3,92	3,66	шт
16351	"Угол нар. большой MDF ""Вишня"" KronoExclusive 2,75 м"	4,46	4,20	3,92	3,66	шт
16360	"Угол нар. большой MDF ""Клен"" KronoExclusive 2,75 м"	4,46	4,20	3,92	3,66	шт
16352	"Угол нар. большой MDF ""Орех"" KronoExclusive 2,75 м"	4,46	4,20	3,92	3,66	шт
16375	"Угол нар. большой MDF ""Сосна Лимба"" KronoExclusive 2,75 м"	4,46	4,20	3,92	3,66	шт
16350	"Угол нар. большой MDF ""Сосна черная"" KronoExclusive 2,75 м"	4,46	4,20	3,92	3,66	шт
						
04 Плинтус Dollken. 04 Плинтус кухонный 0,6м Dollken (цена за штуку),  цены в $						
						
10609	18084/029  Плинтус кухонный 0,6м Дуб Dollken	0,36	0,36	0,36	0,30	шт
10612	18084/030  Плинтус кухонный 0,6м Дуб рустикал Dollken	0,36	0,36	0,36	0,30	шт
10608	18084/036  Плинтус кухонный 0,6м Сосна Dollken	0,36	0,36	0,36	0,30	шт
10610	18084/037  Плинтус кухонный 0,6м Бук Dollken	0,36	0,36	0,36	0,30	шт
10606	18084/038  Плинтус кухонный 0,6м Ясень серый Dollken	0,36	0,36	0,36	0,30	шт
10604	18084/041  Плинтус кухонный 0,6м Белый структ. Dollken	0,36	0,36	0,36	0,30	шт
10605	18084/110 Плинтус кухонный 0,6м Черный Dollken	0,36	0,36	0,36	0,30	шт
10611	18084/171 Плинтус кухонный 0,6м Медь Dollken	0,36	0,36	0,36	0,30	шт
10607	18084/172 Плинтус кухонный 0,6м Серебро Dollken	0,36	0,36	0,36	0,30	шт
10603	18084/199 Плинтус кухонный 0,6м Белый гладкий Dollken	0,36	0,36	0,36	0,30	шт
						
04 Плинтус Dollken. 04 Плинтус кухонный 1,8м Dollken (цена за метр погонный),  цены в $						
						
10761	189 083 29 Плинтус кухонный 1,8м Дуб Dollken	1,42	1,28	1,24	1,18	м.п.
10762	189 083 30 Плинтус кухонный 1,8м Дуб рустикал Dollken	1,42	1,28	1,24	1,18	м.п.
10763	189 083 36 Плинтус кухонный 1,8м Сосна Dollken	1,42	1,28	1,24	1,18	м.п.
10764	189 083 37 Плинтус кухонный 1,8м Бук Dollken	1,42	1,28	1,24	1,18	м.п.
10765	189 083 38 Плинтус кухонный 1,8м Ясень серый Dollken	1,42	1,28	1,24	1,18	м.п.
10766	189 083 41 Плинтус кухонный 1,8м Белый структ. Dollken	1,42	1,28	1,24	1,18	м.п.
						
04 Плинтус Dollken. 04 Плинтус кухонный 2,4м Dollken (цена за метр погонный),  цены в $						
						
10767	189 082 110 Плинтус кухонный 2,4м Черный Dollken	1,42	1,28	1,24	1,18	м.п.
10768	189 082 29 Плинтус кухонный 2,4м Дуб Dollken	1,42	1,28	1,24	1,18	м.п.
10769	189 082 30 Плинтус кухонный 2,4м Дуб рустикал Dollken	1,42	1,28	1,24	1,18	м.п.
10770	189 082 36 Плинтус кухонный 2,4м Сосна Dollken	1,42	1,28	1,24	1,18	м.п.
10771	189 082 37 Плинтус кухонный 2,4м Бук Dollken	1,42	1,28	1,24	1,18	м.п.
10772	189 082 38 Плинтус кухонный 2,4м Ясень серый Dollken	1,42	1,28	1,24	1,18	м.п.
10773	189 082 41 Плинтус кухонный 2,4м Белый структ. Dollken	1,42	1,28	1,24	1,18	м.п.
						
04 Плинтус Dollken. 04 Плинтус кухонный 3м Dollken (цена за метр погонный),  цены в $						
						
10716	189 081 110 Плинтус кухонный 3м Черный Dollken	1,42	1,28	1,24	1,18	м.п.
10719	189 081 199 Плинтус кухонный 3м Белый гладкий Dollken	1,42	1,28	1,24	1,18	м.п.
10710	189 081 29 Плинтус кухонный 3м Дуб Dollken	1,42	1,28	1,24	1,18	м.п.
10711	189 081 30 Плинтус кухонный 3м Дуб рустикал Dollken	1,42	1,28	1,24	1,18	м.п.
10712	189 081 36 Плинтус кухонный 3м Сосна Dollken	1,42	1,28	1,24	1,18	м.п.
10713	189 081 37 Плинтус кухонный 3м Бук Dollken	1,42	1,28	1,24	1,18	м.п.
10714	189 081 38 Плинтус кухонный 3м Ясень серый Dollken	1,42	1,28	1,24	1,18	м.п.
10715	189 081 41 Плинтус кухонный 3м Белый структ. Dollken	1,42	1,28	1,24	1,18	м.п.
						
04 Плинтус Dollken. 04 Плинтус под проводку мал. 0,6м Dollken (цена за штуку),  цены в $						
						
10618	18084/08  Плинтус под проводку 0,6м темно-серый Dollken	0,36	0,36	0,36	0,30	шт
10619	18084/134 Плинтус под проводку 0,6м красный Dollken	0,36	0,36	0,36	0,30	шт
10614	18084/136 Плинтус под проводку 0,6м синий Dollken	0,36	0,36	0,36	0,30	шт
10613	18084/136T Плинтус под проводку 0,6м темно-синий Dollken	0,36	0,36	0,36	0,30	шт
10615	18084/138 Плинтус под проводку 0,6м серый Dollken	0,36	0,36	0,36	0,30	шт
10620	18084/141 Плинтус под проводку 0,6м белый Dollken	0,36	0,36	0,36	0,30	шт
10617	18084/50  Плинтус под проводку 0,6м черный Dollken	0,36	0,36	0,36	0,30	шт
10616	18084/640 Плинтус под проводку 0,6м серо-зеленый Dollken	0,36	0,36	0,36	0,30	шт
						
04 Плинтус Dollken. 04 Углы и заглушки к плинтусу кухонному Dollken,  цены в $						
						
10708	Заглушки-029 к пл. кухонному Дуб Dollken	0,35	0,34	0,32	0,30	пара
10709	Заглушки-030 к пл. кухонному Дуб Рустикал Dollken	0,35	0,34	0,32	0,30	пара
10706	Заглушки-036 к пл. кухонному Сосна Dollken	0,35	0,34	0,32	0,30	пара
10700	Заглушки-037 к пл. кухонному Бук Dollken	0,35	0,34	0,32	0,30	пара
10705	Заглушки-038 к пл. кухонному Серый Dollken	0,35	0,34	0,32	0,30	пара
10699	Заглушки-041 к пл. кухонному Белый структ. Dollken	0,35	0,34	0,32	0,30	пара
10707	Заглушки-110 к пл. кухонному Черный Dollken	0,35	0,34	0,32	0,30	пара
10703	Заглушки-171 к пл. кухонному Коричн/Медь Dollken	0,35	0,34	0,32	0,30	пара
10704	Заглушки-172 к пл. кухонному Серебро Dollken	0,35	0,34	0,32	0,30	пара
10698	Заглушки-199 к пл. кухонному Белый гладкий Dollken	0,35	0,34	0,32	0,30	пара
10621	Угол внутр.-029 кухонный Дуб Dollken	0,40	0,35	0,29	0,22	шт
10622	Угол внутр.-030 кухонный Дуб Рустикал Dollken	0,40	0,35	0,29	0,22	шт
10625	Угол внутр.-036 кухонный Сосна Dollken	0,40	0,35	0,29	0,22	шт
10627	Угол внутр.-037 кухонный Бук Dollken	0,40	0,35	0,29	0,22	шт
10624	Угол внутр.-038 кухонный Серый Dollken	0,40	0,35	0,29	0,22	шт
10630	Угол внутр.-041 кухонный Белый структ. Dollken	0,40	0,35	0,29	0,22	шт
10628	Угол внутр.-110 кухонный Черный Dollken	0,40	0,35	0,29	0,22	шт
10623	Угол внутр.-171 кухонный Коричн/Медь Dollken	0,40	0,35	0,29	0,22	шт
10626	Угол внутр.-172 кухонный Серебро Dollken	0,40	0,35	0,29	0,22	шт
10629	Угол внутр.-199 кухонный Белый гладкий Dollken	0,40	0,35	0,29	0,22	шт
10691	Угол нар.-029 кухонный Дуб Dollken	0,40	0,35	0,29	0,22	шт
10692	Угол нар.-030 кухонный Дуб Рустикал Dollken	0,40	0,35	0,29	0,22	шт
10696	Угол нар.-036 кухонный Сосна Dollken	0,40	0,35	0,29	0,22	шт
10690	Угол нар.-037 кухонный Бук Dollken	0,40	0,35	0,29	0,22	шт
10695	Угол нар.-038 кухонный Серый Dollken	0,40	0,35	0,29	0,22	шт
10689	Угол нар.-041 кухонный Белый структ. Dollken	0,40	0,35	0,29	0,22	шт
10697	Угол нар.-110 кухонный Черный Dollken	0,40	0,35	0,29	0,22	шт
10693	Угол нар.-171 кухонный Коричн/Медь Dollken	0,40	0,35	0,29	0,22	шт
10694	Угол нар.-172 кухонный Серебро Dollken	0,40	0,35	0,29	0,22	шт
10688	Угол нар.-199 кухонный Белый гладкий Dollken	0,40	0,35	0,29	0,22	шт
						
05 Плинтус Praktikus, Kantoflex, VOX. 05 Плинтус жесткий 2,5 м VOX,  цены в $						
						
17126	BF52 Плинтус жестк. Серый VOX, 2,5	1,04	0,91	0,85	0,80	м.п.
17136	BF53 Плинтус жестк. Ясень VOX, 2,5	1,04	0,91	0,85	0,80	м.п.
17127	BF54 Плинтус жестк. Клен VOX, 2,5	1,04	0,91	0,85	0,80	м.п.
17128	BF58 Плинтус жестк. Дуб темн. VOX, 2,5	1,04	0,91	0,85	0,80	м.п.
17129	BF61 Плинтус жестк. Бук темн. VOX, 2,5	1,04	0,91	0,85	0,80	м.п.	
17130	BF62 Плинтус жестк. Орех VOX, 2,5	1,04	0,91	0,85	0,80	м.п.	
17137	BF63 Плинтус жестк. Орех VOX, 2,5	1,04	0,91	0,85	0,80	м.п.	
17131	BF64 Плинтус жестк. Махонь VOX, 2,5	1,04	0,91	0,85	0,80	м.п.	
17132	BF65 Плинтус жестк. Клен зеленый VOX, 2,5	1,04	0,91	0,85	0,80	м.п.	
17138	BF66 Плинтус жестк. Клен голубой VOX, 2,5	1,04	0,91	0,85	0,80	м.п.	
							
05 Плинтус Praktikus, Kantoflex, VOX. 05 Плинтус жесткий 2,5м Praktikus, Kantoflex,  цены в EUR							
							
17124	"2233 00002 Серый Плинтус ""Практикус"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17123	"2233 00003 Ментоловый Плинтус ""Практикус"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17122	"2233 00006 Синий королевский Плинтус ""Практикус"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17125	"2233 01100 Клен Плинтус ""Практикус"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17101	"5142Н05 Мрамор Черный Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17102	"5142Н33 Орех Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17103	"5142Н37 Дуб Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17104	"5142Н39 Сосна Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17105	"5142Н41 Бук Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17106	"5142Н43 Махагон Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17107	"5142Н44 Вишня Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17108	"5142Н52 Ясень Белый Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17109	"5142Н53 Ясень серый Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17110	"5142Н65 Белый Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17111	"5142Н88 Фиолетовый Плинтус ""Практикус"""	1,07	0,94	0,88	0,83	м.п.	1,3375
17116	"Плинтус жесткий Dollken ""Белый"""	1,09	0,94	0,91	0,84	м.п.	1,3625
17118	"Плинтус жесткий Dollken ""Голубой"""	1,09	0,94	0,91	0,84	м.п.	1,3625
17117	"Плинтус жесткий Dollken ""Зеленый"""	1,09	0,94	0,91	0,84	м.п.	1,3625
17115	"Плинтус жесткий Dollken ""Клен"""	1,09	0,94	0,91	0,84	м.п.	1,3625
17113	"Плинтус жесткий Dollken ""Серый"""	1,09	0,94	0,91	0,84	м.п.	1,3625
17114	"Плинтус жесткий Dollken ""Черный"""	1,09	0,94	0,91	0,84	м.п.	1,3625
18080	"Плинтус жесткий Dollken 110-""Черный"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
18075	"Плинтус жесткий Dollken 117-""Белый"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
18081	"Плинтус жесткий Dollken 138-""Серый"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17119	"Плинтус жесткий Dollken 200-""Дуб"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
18076	"Плинтус жесткий Dollken 22-""Орех"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
18077	"Плинтус жесткий Dollken 26-""Вишня"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17112	"Плинтус жесткий Dollken 320-""Дуб Рустикал"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
18078	"Плинтус жесткий Dollken 33-""Дуб Светлый"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17121	"Плинтус жесткий Dollken 410-""Ясень серый"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
18079	"Плинтус жесткий Dollken 54-""Махонь"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
17120	"Плинтус жесткий Dollken 570-""Бук"", 2,5м"	1,07	0,94	0,88	0,83	м.п.	1,3375
							
05 Плинтус Praktikus, Kantoflex, VOX. 05 Плинтус жесткий Praktikus - Заглушки, переходники,  цены в $							
							
17623	"514ЕL05 Заглушки ""Мрамор черный"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара	
17624	"514ЕL33 Заглушки ""Орех"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара	
17625	"514ЕL37 Заглушки ""Дуб"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара	
17626	"514ЕL39 Заглушки ""Сосна"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара	
17627	"514ЕL41 Заглушки ""Бук"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара
17628	"514ЕL43 Заглушки ""Махагон"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара
17629	"514ЕL44 Заглушки ""Вишня"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара
17630	"514ЕL52 Заглушки ""Ясень белый"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара
17631	"514ЕL53 Заглушки ""Ясень серый"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара
17632	"514ЕL65 Заглушки ""Белый"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара
17633	"514ЕL88 Заглушки ""Фиолет"" Пл жесткий пара"	0,40	0,35	0,30	0,25	пара
17635	"Заглушки Dollken ""Дуб Рустикал"" Пл жесткий пара"	0,55	0,52	0,49	0,48	пара
17636	"Заглушки Dollken ""Серый"" Пл жесткий пара"	0,55	0,52	0,49	0,48	пара
17643	"Заглушки Dollken ""Черные"" Пл жесткий пара"	0,40	0,35	0,30	0,25	шт
17642	"Переходник ""Белый"" Пл Жесткий"	0,35	0,32	0,29	0,26	шт
17634	"Переходник ""Вишня"" Пл Жесткий"	0,35	0,32	0,29	0,26	шт
17641	"Переходник ""Дуб"" Пл Жесткий"	0,35	0,32	0,29	0,26	шт
17619	"Переходник ""Мрамор черный"" Пл Жесткий"	0,35	0,32	0,29	0,26	шт
						
05 Плинтус Praktikus, Kantoflex, VOX. 05 Плинтус жесткий Praktikus - Углы,  цены в $						
						
17601	"514AL05 Угол нар ""Мрамор черный"" Пл жесткий"	0,40	0,35	0,29	0,22	шт
17602	"514AL33 Угол нар ""Орех"" Пл жесткий"	0,40	0,35	0,29	0,22	шт
